transaction_id,user_id,amount,transaction_type,merchant_category,merchant_id,device_type,channel,city,country,timestamp,is_international,card_present,is_fraud
tx_8e4ddd27ad6b,user_00906,71.34,refund,electronics,mrc_elec_0049,mobile,online,Dubai,AE,2026-02-23T17:39:48,False,False,0
tx_0236b848b07c,user_01246,495.02,purchase,entertainment,mrc_ente_0093,unknown,online,Los Angeles,US,2026-01-27T04:06:45,False,False,1
tx_70e920b451b7,user_02494,1156.92,purchase,atm,mrc_atm_0036,desktop,online,Melbourne,AU,2026-01-03T13:31:23,False,False,0
tx_75c7998ee0a7,user_00503,47.17,transfer,online,mrc_onli_0033,pos_terminal,in_store,Glasgow,GB,2025-12-23T15:09:21,False,True,0
tx_6048f7fa1f98,user_01395,151.91,purchase,retail,mrc_reta_0007,mobile,mobile_app,Sydney,AU,2026-01-16T12:53:21,False,False,0
tx_4457e6c427aa,user_02973,121.98,purchase,healthcare,mrc_heal_0048,mobile,mobile_app,Birmingham,GB,2026-01-30T12:39:25,False,False,0
tx_411bc4bebd74,user_00184,78.11,purchase,grocery,mrc_groc_0020,pos_terminal,in_store,Munich,DE,2026-01-17T12:31:10,False,True,0
tx_a734defc628d,user_00759,104.96,payment,online,mrc_onli_0066,tablet,online,Singapore City,SG,2026-02-16T10:42:35,False,False,0
tx_4f01a0d15280,user_00085,43.77,purchase,entertainment,mrc_ente_0081,tablet,mobile_app,Birmingham,GB,2026-01-20T09:14:54,False,False,0
tx_ff8045834467,user_02203,214.41,purchase,other,mrc_othe_0062,desktop,online,Singapore City,SG,2026-01-03T10:22:17,False,False,0
tx_46b4275e6fe5,user_01832,116.81,purchase,entertainment,mrc_ente_0074,desktop,in_store,Bangalore,IN,2026-01-04T12:55:17,False,True,0
tx_201bd8bf8cec,user_02931,330.79,transfer,dining,mrc_dini_0045,desktop,call_center,Singapore City,SG,2026-03-04T12:11:04,False,False,0
tx_e5f1ed1e7bbe,user_02748,75.54,payment,atm,mrc_atm_0006,mobile,mobile_app,Berlin,DE,2026-01-16T09:11:07,False,False,0
tx_70a4b5c24dd9,user_01921,39.67,purchase,healthcare,mrc_heal_0065,pos_terminal,in_store,Calgary,CA,2025-12-27T16:59:36,False,True,0
tx_68dd09bb13bf,user_01480,133.98,purchase,retail,mrc_reta_0005,mobile,call_center,Rio de Janeiro,BR,2026-02-26T13:00:33,False,False,0
tx_191db089c1c3,user_02521,187.22,purchase,entertainment,mrc_ente_0051,desktop,call_center,Sydney,AU,2026-03-06T09:57:02,False,False,0
tx_1169aae876c2,user_01984,450.95,purchase,entertainment,mrc_ente_0050,pos_terminal,in_store,Singapore City,SG,2026-02-15T13:13:12,False,True,0
tx_ad365b079a70,user_00252,322.41,payment,healthcare,mrc_heal_0071,pos_terminal,atm,Lyon,FR,2025-12-30T09:02:54,False,True,0
tx_ba2ad199e9b7,user_01659,48.77,purchase,online,mrc_onli_0067,mobile,mobile_app,Leeds,GB,2026-02-02T18:31:44,False,False,0
tx_9292842082ba,user_01532,20.79,payment,online,mrc_onli_0082,tablet,mobile_app,Brisbane,AU,2026-03-04T12:34:43,False,False,0
tx_eb7fed007fe3,user_02821,159.91,transfer,atm,mrc_atm_0045,desktop,online,Dubai,AE,2026-02-19T15:10:16,False,False,0
tx_cab715ba3051,user_02509,26.78,payment,dining,mrc_dini_0011,pos_terminal,atm,Seattle,US,2026-03-12T13:36:38,False,True,0
tx_c191590de8b8,user_00494,36.18,purchase,online,mrc_onli_0040,mobile,online,Ottawa,CA,2026-02-17T12:25:12,False,False,0
tx_7a67c2f1b504,user_02397,87.94,purchase,other,mrc_othe_0026,mobile,mobile_app,Singapore City,SG,2026-03-12T17:24:31,False,False,0
tx_b293e71cdf89,user_02659,320.89,purchase,travel,mrc_trav_0046,desktop,atm,Chicago,US,2026-03-18T15:19:01,False,True,0
tx_f10dfddb6ae6,user_02337,168.71,purchase,healthcare,mrc_heal_0062,tablet,mobile_app,Toronto,CA,2026-03-01T12:05:06,False,False,0
tx_1cd88e83d084,user_00956,206.79,purchase,other,mrc_othe_0074,pos_terminal,atm,Seattle,US,2026-01-20T13:33:55,False,True,0
tx_ab84b3629792,user_01407,57.6,payment,healthcare,mrc_heal_0024,mobile,online,Cologne,DE,2026-03-02T12:59:46,False,False,0
tx_9d4285763a1d,user_01469,32.24,withdrawal,entertainment,mrc_ente_0011,mobile,online,Calgary,CA,2025-12-21T13:34:56,False,False,0
tx_97fa7e03c751,user_00090,283.55,withdrawal,entertainment,mrc_ente_0043,tablet,online,New York,US,2026-02-02T13:18:35,False,False,0
tx_838445563ed5,user_01140,124.16,withdrawal,online,mrc_onli_0024,tablet,online,São Paulo,BR,2026-03-06T11:10:55,False,False,0
tx_f5784bfadcea,user_01812,309.72,payment,grocery,mrc_groc_0074,desktop,call_center,Singapore City,SG,2026-02-04T12:36:13,False,False,0
tx_a52c7d195de6,user_00947,39.18,purchase,healthcare,mrc_heal_0088,pos_terminal,in_store,Brisbane,AU,2025-12-20T11:09:45,False,True,0
tx_4335346b3967,user_02600,96.42,purchase,retail,mrc_reta_0046,tablet,mobile_app,Brasília,BR,2026-02-07T13:21:39,False,False,0
tx_12c35a976c53,user_02998,52.7,purchase,entertainment,mrc_ente_0080,desktop,online,Adelaide,AU,2026-03-12T14:41:01,False,False,0
tx_116c6c8f2626,user_02292,131.75,purchase,grocery,mrc_groc_0094,tablet,online,Cologne,DE,2026-02-25T16:53:02,False,False,0
tx_d4556f61eedd,user_02219,1444.39,withdrawal,entertainment,mrc_ente_0077,tablet,online,Sydney,AU,2026-02-23T12:33:57,False,False,0
tx_5c67e6100e0f,user_01393,403.4,refund,online,mrc_onli_0064,tablet,call_center,São Paulo,BR,2026-01-07T10:02:22,False,False,0
tx_a8be99031bb4,user_01747,200.69,purchase,travel,mrc_trav_0090,pos_terminal,atm,Dubai,AE,2026-01-22T14:16:57,False,True,0
tx_9b01371ff13e,user_01530,34.87,purchase,retail,mrc_reta_0033,pos_terminal,in_store,Perth,AU,2026-03-13T11:08:36,False,True,0
tx_45b900016177,user_00532,19.29,transfer,grocery,mrc_groc_0041,pos_terminal,atm,Montreal,CA,2026-01-06T12:27:52,False,True,0
tx_746fc42e9d0d,user_00958,283.99,purchase,travel,mrc_trav_0096,tablet,mobile_app,Dubai,AE,2026-01-13T13:07:37,False,False,0
tx_c6d348f54795,user_01356,12.98,transfer,electronics,mrc_elec_0018,tablet,mobile_app,Vancouver,CA,2026-02-08T15:44:01,False,False,0
tx_4daab9a20b7d,user_00310,275.14,payment,travel,mrc_trav_0055,desktop,online,Singapore City,SG,2026-01-18T17:56:15,False,False,0
tx_51b42453a187,user_02608,19.85,payment,entertainment,mrc_ente_0005,desktop,online,Manchester,GB,2026-01-03T14:49:24,False,False,0
tx_91e659c74827,user_02623,180.62,purchase,grocery,mrc_groc_0008,mobile,mobile_app,Frankfurt,DE,2026-03-03T12:38:53,False,False,0
tx_957ec1939ff7,user_02614,234.86,payment,travel,mrc_trav_0035,mobile,mobile_app,Dubai,AE,2026-01-30T14:01:02,False,False,0
tx_25332ad57cf9,user_01073,59.01,purchase,other,mrc_othe_0084,mobile,mobile_app,São Paulo,BR,2025-12-21T12:41:34,False,False,0
tx_6d908b54d9e9,user_01553,65.63,withdrawal,other,mrc_othe_0009,mobile,online,Dubai,AE,2026-01-28T10:28:09,False,False,0
tx_84bfdffba1ab,user_00725,139.24,transfer,travel,mrc_trav_0054,desktop,call_center,Houston,US,2026-02-10T08:33:23,False,False,0
tx_05b0c251dd2d,user_01404,472.56,purchase,dining,mrc_dini_0039,mobile,online,Munich,DE,2026-02-06T08:48:10,False,False,0
tx_c0c08ca6d600,user_02942,112.67,purchase,dining,mrc_dini_0069,tablet,mobile_app,Frankfurt,DE,2026-01-04T17:11:19,False,False,0
tx_9a779719f96b,user_02207,134.62,transfer,entertainment,mrc_ente_0062,pos_terminal,atm,Calgary,CA,2026-03-18T19:30:49,False,True,0
tx_27440a314ca5,user_02767,126.04,purchase,online,mrc_onli_0043,desktop,online,Singapore City,SG,2026-02-24T12:37:00,False,False,0
tx_b9bf960c9d22,user_02208,111.15,purchase,retail,mrc_reta_0031,desktop,online,Phoenix,US,2026-02-25T10:55:16,False,False,0
tx_c7b1560a4043,user_01704,266.36,purchase,dining,mrc_dini_0027,desktop,call_center,Perth,AU,2026-01-10T10:07:40,False,False,0
tx_4e72d8771879,user_00026,133.68,purchase,other,mrc_othe_0055,desktop,call_center,Singapore City,SG,2026-02-17T10:49:14,False,False,0
tx_fc1328f23254,user_01203,146.51,transfer,entertainment,mrc_ente_0053,pos_terminal,atm,Los Angeles,US,2026-01-04T14:01:18,False,True,0
tx_7f0a53518e06,user_01414,1181.43,payment,electronics,mrc_elec_0089,tablet,online,Adelaide,AU,2026-03-06T10:50:35,False,False,0
tx_cca384def09d,user_00685,47.39,purchase,online,mrc_onli_0018,tablet,online,Glasgow,GB,2026-02-08T17:05:30,False,False,0
tx_1acea7243849,user_02699,461.34,purchase,travel,mrc_trav_0086,pos_terminal,in_store,Montreal,CA,2026-03-14T14:01:48,False,True,0
tx_3fdc3eeb0521,user_00096,22.43,purchase,online,mrc_onli_0090,mobile,mobile_app,New York,US,2026-02-19T15:41:46,False,False,0
tx_d3d8db82e91a,user_02465,269.37,purchase,other,mrc_othe_0019,desktop,call_center,Dallas,US,2026-02-21T10:46:36,False,False,0
tx_abfe96017532,user_02977,900.32,withdrawal,entertainment,mrc_ente_0087,desktop,online,Singapore City,SG,2026-01-03T15:52:24,False,False,0
tx_f8611afebe64,user_00720,127.65,purchase,dining,mrc_dini_0068,pos_terminal,atm,Toronto,CA,2026-02-28T15:36:24,False,True,0
tx_39b113991632,user_02527,173.75,withdrawal,retail,mrc_reta_0081,desktop,online,Frankfurt,DE,2026-01-23T13:05:00,False,False,0
tx_7f54f39cc3fd,user_00530,26.33,refund,travel,mrc_trav_0051,tablet,online,Singapore City,SG,2026-02-26T09:55:00,False,False,0
tx_9ed1058a76a1,user_01961,106.25,purchase,atm,mrc_atm_0058,tablet,online,London,GB,2026-03-15T12:58:43,False,False,0
tx_30f070b9a87f,user_02928,247.94,transfer,entertainment,mrc_ente_0073,mobile,mobile_app,São Paulo,BR,2025-12-23T13:53:42,False,False,0
tx_0f13cc63b9be,user_00339,156.05,purchase,other,mrc_othe_0051,desktop,online,Pune,IN,2026-02-12T08:26:21,False,False,0
tx_ae2f2ff4895f,user_01804,23.06,payment,entertainment,mrc_ente_0010,pos_terminal,atm,São Paulo,BR,2025-12-20T11:42:35,False,True,0
tx_6345433704bc,user_02859,417.44,purchase,other,mrc_othe_0068,tablet,online,Pune,IN,2026-02-03T16:09:14,False,False,0
tx_06fe84e205f8,user_01406,73.11,purchase,electronics,mrc_elec_0081,desktop,online,Adelaide,AU,2026-01-31T18:01:41,False,False,0
tx_de363a162878,user_00573,127.25,purchase,healthcare,mrc_heal_0054,tablet,mobile_app,Brasília,BR,2026-03-17T14:00:17,False,False,0
tx_008b609e565f,user_00915,85.25,payment,travel,mrc_trav_0088,desktop,online,Mumbai,IN,2026-01-15T09:57:35,False,False,0
tx_f11b9814a492,user_02044,152.8,purchase,entertainment,mrc_ente_0008,mobile,online,Singapore City,SG,2026-02-19T15:35:42,False,False,0
tx_f23f4b4c1fc8,user_00601,116.92,purchase,atm,mrc_atm_0003,pos_terminal,atm,Melbourne,AU,2026-02-28T09:37:52,False,True,0
tx_c0d0f0adea70,user_00763,1505.68,purchase,electronics,mrc_elec_0100,tablet,mobile_app,Berlin,DE,2026-01-18T09:55:43,False,False,0
tx_35e6a4aa5213,user_01765,267.48,purchase,healthcare,mrc_heal_0005,pos_terminal,atm,Los Angeles,US,2026-01-22T12:30:27,False,True,0
tx_eecc8acbb6af,user_01729,136.04,payment,healthcare,mrc_heal_0009,pos_terminal,in_store,Nice,FR,2025-12-24T13:34:23,False,True,0
tx_bffb6bc11aae,user_02919,1144.38,purchase,travel,mrc_trav_0036,unknown,online,Hamburg,DE,2026-01-26T22:04:54,True,False,1
tx_b06c13f7ab04,user_02281,22.03,payment,online,mrc_onli_0095,pos_terminal,in_store,Manchester,GB,2026-02-13T12:52:33,False,True,0
tx_25f0d363c752,user_02749,125.54,payment,other,mrc_othe_0081,desktop,call_center,Melbourne,AU,2026-01-18T13:22:04,False,False,0
tx_c23551d2001a,user_00664,48.64,purchase,travel,mrc_trav_0018,mobile,online,Abu Dhabi,AE,2025-12-31T16:16:58,False,False,0
tx_33f03086ae09,user_00132,228.39,purchase,dining,mrc_dini_0086,tablet,mobile_app,Singapore City,SG,2025-12-22T08:56:15,False,False,0
tx_16e4297f3265,user_00226,412.16,purchase,electronics,mrc_elec_0034,desktop,call_center,Leeds,GB,2026-02-07T15:06:51,False,False,0
tx_2b0b3a1aa854,user_01452,735.63,purchase,dining,mrc_dini_0058,mobile,online,Calgary,CA,2026-01-04T10:17:26,False,False,0
tx_58fb94447645,user_02940,56.34,purchase,dining,mrc_dini_0014,mobile,mobile_app,Glasgow,GB,2026-02-15T09:15:23,False,False,0
tx_6ed28e2cbb62,user_01965,187.02,purchase,other,mrc_othe_0031,mobile,online,Singapore City,SG,2026-02-01T12:06:23,False,False,0
tx_3b2c5e753be1,user_01170,191.6,purchase,entertainment,mrc_ente_0073,tablet,mobile_app,Pune,IN,2026-01-17T14:34:14,False,False,0
tx_6c3602ab1293,user_00667,56.74,purchase,travel,mrc_trav_0020,pos_terminal,in_store,São Paulo,BR,2026-01-28T12:00:39,False,True,0
tx_283fc3f3d60a,user_02966,166.2,purchase,online,mrc_onli_0048,tablet,mobile_app,Ottawa,CA,2026-01-27T16:28:02,False,False,0
tx_8588845a7a16,user_00029,78.26,purchase,atm,mrc_atm_0062,pos_terminal,atm,Toronto,CA,2026-02-13T18:48:22,False,True,0
tx_e02d2865506a,user_02110,197.27,purchase,entertainment,mrc_ente_0093,tablet,mobile_app,Lyon,FR,2026-01-18T14:59:22,False,False,0
tx_365954fa60b3,user_01533,136.42,purchase,grocery,mrc_groc_0093,desktop,online,Brisbane,AU,2026-01-02T13:20:05,False,False,0
tx_7d845be2b6eb,user_02566,85.27,purchase,travel,mrc_trav_0019,tablet,online,Singapore City,SG,2026-02-03T10:09:33,False,False,0
tx_66e4bcded132,user_00616,105.65,purchase,atm,mrc_atm_0100,mobile,mobile_app,São Paulo,BR,2026-02-26T11:01:11,False,False,0
tx_506c3cf6010e,user_02715,98.19,purchase,healthcare,mrc_heal_0033,pos_terminal,in_store,Hyderabad,IN,2026-01-28T14:36:24,False,True,0
tx_29f02c74fa41,user_00358,78.52,purchase,grocery,mrc_groc_0009,pos_terminal,in_store,Singapore City,SG,2026-01-17T14:05:04,False,True,0
tx_0b7ab03fbdbc,user_01380,863.8,purchase,dining,mrc_dini_0056,tablet,mobile_app,Ottawa,CA,2026-01-13T17:42:32,False,False,0
tx_af5bcef658df,user_02125,80.87,payment,dining,mrc_dini_0065,desktop,call_center,Berlin,DE,2025-12-22T14:20:52,False,False,0
tx_ed5b4bc2c6c2,user_01236,579.78,purchase,healthcare,mrc_heal_0022,tablet,online,Singapore City,SG,2026-01-25T12:51:58,False,False,0
tx_840e65386f1a,user_00477,125.53,payment,atm,mrc_atm_0075,mobile,online,Dubai,AE,2026-03-08T15:37:33,False,False,0
tx_5bcda654626c,user_02292,371.23,purchase,grocery,mrc_groc_0058,tablet,mobile_app,Munich,DE,2026-03-19T17:45:25,False,False,0
tx_67295b7b0323,user_00520,181.96,purchase,other,mrc_othe_0062,tablet,online,Brasília,BR,2026-01-17T19:18:16,False,False,0
tx_67816292521d,user_01387,418.89,payment,atm,mrc_atm_0060,desktop,online,New York,US,2026-03-04T14:27:46,False,False,0
tx_67b0bbacf039,user_01469,22.55,purchase,online,mrc_onli_0029,mobile,online,Calgary,CA,2026-03-18T09:08:19,False,False,0
tx_7c2774bdc84a,user_01681,91.6,purchase,grocery,mrc_groc_0004,pos_terminal,atm,Calgary,CA,2026-03-01T12:23:21,False,True,0
tx_2de11d98cd84,user_00298,254.51,transfer,travel,mrc_trav_0027,desktop,call_center,Dallas,US,2026-02-09T17:18:43,False,False,0
tx_eecd76a59680,user_00765,318.1,payment,other,mrc_othe_0025,desktop,call_center,Bangalore,IN,2026-01-08T08:11:39,False,False,0
tx_8af514f72e51,user_02538,179.39,purchase,entertainment,mrc_ente_0012,mobile,online,Montreal,CA,2026-01-08T08:17:32,False,False,0
tx_c561271725ef,user_01973,222.89,transfer,retail,mrc_reta_0032,mobile,online,Singapore City,SG,2026-02-23T11:31:13,False,False,0
tx_d7403cc699b5,user_01386,110.08,purchase,entertainment,mrc_ente_0041,mobile,mobile_app,Perth,AU,2026-03-03T10:07:45,False,False,0
tx_38c02ac9849e,user_02432,36.63,purchase,entertainment,mrc_ente_0066,pos_terminal,atm,Adelaide,AU,2025-12-27T18:33:39,False,True,0
tx_052f8c61593a,user_00852,139.78,withdrawal,dining,mrc_dini_0082,desktop,online,Singapore City,SG,2026-01-14T10:16:31,False,False,0
tx_47e8c0a36567,user_01685,32.18,withdrawal,atm,mrc_atm_0044,pos_terminal,atm,Brasília,BR,2026-01-19T13:01:00,False,True,0
tx_697bb0e10ec4,user_02327,70.3,purchase,healthcare,mrc_heal_0085,pos_terminal,in_store,Bangalore,IN,2026-01-10T07:57:42,False,True,0
tx_a9c494da80b8,user_02478,469.7,transfer,grocery,mrc_groc_0061,mobile,online,Calgary,CA,2026-03-04T10:39:29,False,False,0
tx_8eb38b774aa2,user_01247,101.24,purchase,dining,mrc_dini_0096,mobile,mobile_app,Manchester,GB,2026-01-01T14:44:18,False,False,0
tx_7a7f3744c5ad,user_02508,307.75,payment,travel,mrc_trav_0073,tablet,online,Nice,FR,2026-03-10T13:54:36,False,False,0
tx_c619e8fe3d6a,user_02147,25.36,purchase,electronics,mrc_elec_0086,tablet,mobile_app,Paris,FR,2026-01-04T13:23:05,False,False,0
tx_d7da0fe7866c,user_01961,113.34,purchase,electronics,mrc_elec_0080,tablet,online,London,GB,2026-01-27T16:21:04,False,False,0
tx_5a3a81ea5494,user_01744,122.92,purchase,entertainment,mrc_ente_0088,mobile,online,Leeds,GB,2026-01-23T11:16:59,False,False,0
tx_e11a3bc750b9,user_00519,269.5,withdrawal,grocery,mrc_groc_0097,pos_terminal,in_store,Manchester,GB,2026-03-10T13:10:19,False,True,0
tx_69edcba7170e,user_00882,63.84,withdrawal,atm,mrc_atm_0001,tablet,mobile_app,Birmingham,GB,2025-12-24T11:41:06,False,False,0
tx_bb9ce9113fee,user_01514,50.72,transfer,entertainment,mrc_ente_0036,mobile,online,Ottawa,CA,2026-01-18T16:30:40,False,False,0
tx_3771abb5496e,user_00162,306.71,purchase,dining,mrc_dini_0007,pos_terminal,in_store,Hyderabad,IN,2026-02-07T12:13:50,False,True,0
tx_cc4b59a6d3ab,user_00533,102.08,purchase,travel,mrc_trav_0076,mobile,mobile_app,London,GB,2026-02-13T08:27:33,False,False,0
tx_6fcf9c2cfc1b,user_00021,230.23,transfer,online,mrc_onli_0086,desktop,call_center,Singapore City,SG,2026-02-21T12:22:17,False,False,0
tx_b6e73666ef2c,user_00319,339.7,payment,electronics,mrc_elec_0031,desktop,call_center,Seattle,US,2026-03-02T13:15:06,False,False,0
tx_4adcc361048b,user_00758,215.54,purchase,entertainment,mrc_ente_0097,desktop,online,São Paulo,BR,2026-02-28T10:44:22,False,False,0
tx_b16b213bbe25,user_00290,132.03,refund,other,mrc_othe_0005,tablet,mobile_app,Singapore City,SG,2025-12-27T14:11:49,False,False,0
tx_73384e1589e3,user_00645,99.87,payment,atm,mrc_atm_0046,desktop,call_center,Melbourne,AU,2025-12-24T11:28:03,False,False,0
tx_2b19f7cef6b3,user_00938,204.01,purchase,retail,mrc_reta_0041,desktop,call_center,Lyon,FR,2026-01-10T12:15:08,False,False,0
tx_dd145df679a5,user_00975,66.91,payment,grocery,mrc_groc_0060,mobile,online,Rio de Janeiro,BR,2026-01-05T11:09:37,False,False,0
tx_4723e6f8e12e,user_02081,184.7,purchase,dining,mrc_dini_0008,desktop,call_center,Paris,FR,2026-01-19T19:52:03,False,False,0
tx_792cb0e718b0,user_02059,341.84,purchase,atm,mrc_atm_0057,tablet,mobile_app,Delhi,IN,2026-01-07T15:57:46,False,False,0
tx_63eb06304944,user_01471,445.91,purchase,entertainment,mrc_ente_0046,pos_terminal,in_store,Brasília,BR,2026-01-19T09:36:44,False,True,0
tx_053ab99fb97f,user_01129,185.29,payment,retail,mrc_reta_0049,tablet,online,Bangalore,IN,2026-01-11T09:19:29,False,False,0
tx_dc3de18792a0,user_02913,45.44,purchase,other,mrc_othe_0059,mobile,online,Seattle,US,2026-02-08T11:39:10,False,False,0
tx_9b74f9e270c4,user_00217,130.32,payment,dining,mrc_dini_0032,mobile,mobile_app,Leeds,GB,2026-03-04T15:42:11,False,False,0
tx_ac482d08435b,user_01251,245.19,purchase,dining,mrc_dini_0057,mobile,online,Phoenix,US,2026-03-02T10:15:08,False,False,0
tx_a640e27bb69a,user_01869,43.32,refund,dining,mrc_dini_0050,desktop,call_center,Singapore City,SG,2026-03-01T17:52:08,False,False,0
tx_76385a98dbb1,user_02978,88.22,payment,healthcare,mrc_heal_0067,mobile,online,Rio de Janeiro,BR,2025-12-29T14:01:50,False,False,0
tx_6805e4523a5c,user_00782,16.33,payment,other,mrc_othe_0034,pos_terminal,in_store,Leeds,GB,2025-12-31T18:21:28,False,True,0
tx_16de25c59f97,user_00926,33.51,purchase,atm,mrc_atm_0086,pos_terminal,in_store,Singapore City,SG,2026-01-01T13:52:59,False,True,0
tx_2e78a7995ed3,user_01557,2522.23,purchase,other,mrc_othe_0019,unknown,online,Dubai,AE,2026-02-25T04:53:31,False,False,1
tx_a801c486f1f9,user_02697,551.93,transfer,other,mrc_othe_0088,mobile,mobile_app,Chennai,IN,2026-02-02T14:23:59,False,False,0
tx_ddc839c2c282,user_01816,58.38,payment,healthcare,mrc_heal_0034,desktop,online,Leeds,GB,2026-02-17T18:48:48,False,False,0
tx_d2dd774d81d5,user_01740,324.91,purchase,healthcare,mrc_heal_0067,tablet,mobile_app,Dubai,AE,2026-01-01T17:43:47,False,False,0
tx_556983884e3e,user_02326,622.41,purchase,dining,mrc_dini_0086,desktop,online,Lyon,FR,2026-02-13T08:43:40,False,False,0
tx_53f5303115f9,user_00053,145.26,transfer,healthcare,mrc_heal_0050,pos_terminal,atm,Lyon,FR,2026-03-12T16:27:57,False,True,0
tx_bc5949a41de7,user_01446,27.77,purchase,online,mrc_onli_0072,tablet,mobile_app,Singapore City,SG,2026-02-28T07:46:48,False,False,0
tx_69e0c9516403,user_00514,80.58,purchase,dining,mrc_dini_0012,mobile,online,Delhi,IN,2026-01-12T12:46:25,False,False,0
tx_a14950079170,user_00516,204.07,withdrawal,grocery,mrc_groc_0075,tablet,online,Pune,IN,2026-01-02T14:05:56,False,False,0
tx_960f332ef69b,user_02206,225.08,purchase,grocery,mrc_groc_0012,mobile,online,Perth,AU,2026-01-29T11:57:53,False,False,0
tx_32defe3d0f66,user_01339,105.34,payment,atm,mrc_atm_0060,mobile,mobile_app,London,GB,2025-12-25T12:03:04,False,False,0
tx_c6fd86f2a56a,user_02010,144.95,purchase,dining,mrc_dini_0005,desktop,online,Abu Dhabi,AE,2026-01-24T15:48:59,False,False,0
tx_a853834f36c8,user_02754,323.1,purchase,travel,mrc_trav_0001,tablet,mobile_app,Toulouse,FR,2026-03-02T13:06:39,False,False,0
tx_2de9b4727757,user_01534,184.65,purchase,electronics,mrc_elec_0033,desktop,online,São Paulo,BR,2026-01-28T15:04:21,False,False,0
tx_9ec06fca601f,user_00427,74.49,purchase,travel,mrc_trav_0065,desktop,online,London,GB,2026-02-10T13:34:35,False,False,0
tx_edc447893374,user_01064,25.01,refund,atm,mrc_atm_0068,tablet,mobile_app,São Paulo,BR,2026-01-11T13:06:28,False,False,0
tx_7bd741ff1519,user_00941,33.86,purchase,entertainment,mrc_ente_0022,pos_terminal,in_store,Sydney,AU,2026-02-20T12:43:04,False,True,0
tx_615eb9c2008b,user_00604,222.58,purchase,atm,mrc_atm_0093,tablet,mobile_app,Delhi,IN,2026-03-06T12:07:18,False,False,0
tx_b69b77695aac,user_02464,34.16,withdrawal,healthcare,mrc_heal_0021,mobile,online,Sydney,AU,2026-02-24T18:35:15,False,False,0
tx_6206b276a10b,user_00017,78.03,purchase,retail,mrc_reta_0073,tablet,online,Montreal,CA,2025-12-20T15:43:42,False,False,0
tx_ee87c4d44a3d,user_00596,102.69,withdrawal,retail,mrc_reta_0068,desktop,call_center,Cologne,DE,2026-01-22T19:46:07,False,False,0
tx_b71b401c70ef,user_00180,1381.44,purchase,electronics,mrc_elec_0051,desktop,online,Vancouver,CA,2025-12-28T11:47:36,False,False,0
tx_f430f8c21ffa,user_02692,75.91,transfer,travel,mrc_trav_0047,mobile,online,Brasília,BR,2026-02-13T14:05:05,False,False,0
tx_468b7cd1a8bd,user_00304,194.01,purchase,healthcare,mrc_heal_0031,pos_terminal,atm,Dallas,US,2026-01-27T12:27:16,False,True,0
tx_3afaa529b6c3,user_01443,411.16,transfer,travel,mrc_trav_0079,tablet,online,Singapore City,SG,2026-01-25T13:10:41,False,False,0
tx_2093c11993db,user_01222,119.6,purchase,entertainment,mrc_ente_0041,desktop,call_center,Sydney,AU,2026-01-13T14:51:44,False,False,0
tx_ede8b83dae71,user_01704,165.89,purchase,retail,mrc_reta_0019,desktop,call_center,Perth,AU,2026-02-26T11:20:42,False,False,0
tx_ae6a8022090d,user_01653,206.59,payment,online,mrc_onli_0061,pos_terminal,in_store,Hyderabad,IN,2026-01-02T15:29:36,False,True,0
tx_0cb94272a871,user_00648,118.42,purchase,electronics,mrc_elec_0080,pos_terminal,in_store,Abu Dhabi,AE,2026-03-18T15:57:23,False,True,0
tx_c2dfc716634a,user_01343,66.34,purchase,grocery,mrc_groc_0064,mobile,online,Singapore City,SG,2025-12-31T08:53:53,False,False,0
tx_699581427460,user_00517,246.71,purchase,healthcare,mrc_heal_0061,desktop,online,Singapore City,SG,2026-02-13T14:12:13,False,False,0
tx_c2cf3ef8712c,user_02492,57.42,transfer,dining,mrc_dini_0078,desktop,online,Vancouver,CA,2026-02-25T13:24:00,False,False,0
tx_b0d0b9eac6c2,user_01645,28.71,refund,other,mrc_othe_0076,pos_terminal,atm,Marseille,FR,2026-02-20T15:59:57,False,True,0
tx_c3755cd5d093,user_00425,138.44,payment,other,mrc_othe_0056,desktop,call_center,Frankfurt,DE,2026-01-12T18:05:15,False,False,0
tx_105bf1406102,user_02120,129.07,purchase,travel,mrc_trav_0092,pos_terminal,atm,Paris,FR,2026-03-04T07:58:34,False,True,0
tx_b97508e32dd9,user_01412,75.1,payment,retail,mrc_reta_0091,mobile,online,Montreal,CA,2025-12-21T12:36:44,False,False,0
tx_c8bd57c38e08,user_02465,340.0,payment,other,mrc_othe_0058,desktop,call_center,Seattle,US,2025-12-23T17:05:30,False,False,0
tx_855bcb94a617,user_01248,103.4,purchase,entertainment,mrc_ente_0002,mobile,mobile_app,Dubai,AE,2026-02-08T16:40:25,False,False,0
tx_1d1246948f76,user_00491,70.0,purchase,atm,mrc_atm_0077,desktop,online,Cologne,DE,2026-03-08T11:54:56,False,False,0
tx_1bd040bfad1f,user_01614,135.0,purchase,grocery,mrc_groc_0066,desktop,call_center,Brasília,BR,2026-01-27T13:11:49,False,False,0
tx_4270ad86798d,user_01081,135.63,withdrawal,grocery,mrc_groc_0036,tablet,mobile_app,Perth,AU,2026-03-04T08:31:11,False,False,0
tx_1cee4f9300d7,user_00726,87.86,refund,healthcare,mrc_heal_0009,pos_terminal,in_store,Hyderabad,IN,2026-01-02T15:29:45,False,True,0
